876656094,876656108,,33.147
911059921,914103844,Calle Santa Marta,128.067
911059921,1284563660,Calle Peral,124.622
911059962,4110755574,Calle San Jos?Ž,74.082
911059962,3946659303,Calle Col??n,10.419
911059962,4058263259,Siglo XX,2.921
911059962,4427984764,Calle Col??n,57.639
914103783,1264300750,,59.433
914103844,1264369170,Calle Col??n,41.737
914103844,4058263267,Calle Col??n,52.99
914192142,2087821444,Avenida Salaverry,44.484
914192142,1264353981,,60.301
914192142,11012886975,Avenida Salaverry,27.781
914192146,1264333227,Calle Garc?Ąa Calder??n,103.154
914192146,1264295740,Paz Sold?ín,54.63
914192146,5391127548,Paz Sold?ín,65.819
914192160,1264364404,Calle Garc?Ąa Calder??n,34.691
914192160,5200768339,Avenida de la Marina,59.876
914192160,9487193848,Avenida de la Marina,90.326
914202058,4427963958,Calle San Jos?Ž,40.371
914202058,3946583377,Calle Rivero,18.112
914626999,5169939759,Calle Ayacucho,57.252
914626999,1284563421,Calle Rivero,130.457
914626999,4058288099,Calle Ayacucho,116.821
1198280880,8375245722,?ôvalo Qui??onez,5.858
1198280880,11010994634,Avenida Victor Andr?Žs Bela??nde,53.944
1198315877,1198315931,,92.586
1198315877,3609574253,,72.429
1198315877,2084960170,"['Avenida Alfonso Ugarte', 'Avenida Parra']",97.133
1198315877,1198315932,Avenida Alfonso Ugarte,44.465
1198315894,10859133119,Avenida Miguel Forga,17.255
1198315894,1198315949,,17.693
1198315894,2087471699,,15.138
1198315894,8374968447,Avenida Miguel Forga,16.719
1198315913,10904424548,Avenida Miguel Forga,9.899
1198315913,1264335890,Calle Jacinto Ib?í??ez,20.502
1198315913,2087449445,Avenida Miguel Forga,22.047
1198315916,1198315928,,14.038
1198315916,2087471706,Avenida Arturo Ib?í??ez,17.6
1198315916,7567888648,,16.868
1198315928,1264336087,,14.377
1198315931,5391078156,,126.425
1198315932,7105677075,Avenida Alfonso Ugarte,82.175
1198315932,1264343694,,146.131
1198315932,7154758745,Avenida Alfonso Ugarte,90.181
1198315949,8374968448,Avenida Miguel Forga,15.411
1198315949,2087471703,,14.325
1198315949,10904424559,Avenida Miguel Forga,133.425
1198315960,1264354492,Variante Uchumayo,46.865
1198315960,9331081991,Andia,94.09
1198315960,3609574261,"['Variante Uchumayo', 'Avenida Miguel Forga']",111.201
1198453759,1198453785,Jos?Ž Mar?Ąa Escriba,10.484
1198453759,5564783752,Avenida Alfonso Ugarte,36.261
1198453759,3946856632,Avenida Alfonso Ugarte,38.063
1198453785,5564783722,Jos?Ž Mar?Ąa Escriba,108.379
1198453785,5485432509,Avenida Alfonso Ugarte,3.603
1198453785,5564783753,Avenida Alfonso Ugarte,36.14
1198729212,11002060891,Calle Los Arrayanes,73.996
1198729212,11008090615,Calle Los Arrayanes,51.643
1252902836,5399052223,,71.672
1252902836,1264299808,,28.918
1252902836,1264286581,,57.829
1252903591,3946746980,Avenida V?Ąrgen del Pilar,5.389
1252903591,5393843687,,76.005
1252903591,4232782266,Avenida V?Ąrgen del Pilar,62.15
1252906565,1264346470,Calle la Merced,124.664
1252906565,11068021146,Calle Palacio Viejo,34.084
1252906565,1253008354,Calle la Merced,119.966
1252906565,5203304828,Calle Palacio Viejo,84.179
1252908763,1252999279,Lazo de los Rios,68.89
1252908763,1396135803,Lavalle,149.511
